"","SRR15885102","SRR15885103","SRR15885104","SRR15885105","SRR15885106","SRR15885107","SRR15885108","SRR15885109","SRR15885110","SRR15885111","SRR15885112","SRR15885113","SRR15885114","SRR15885115","SRR15885116","SRR15885117","SRR15885118","SRR15885119","SRR15885120","SRR15885121","SRR15885122","SRR15885123","SRR15885124","SRR15885125","SRR15885126","SRR15885127","SRR15885128","SRR15885129","SRR15885130","SRR15885131","SRR15885132","SRR15885133","SRR15885134","SRR15885135","SRR15885136","SRR15885137","SRR15885138","SRR15885139","SRR15885140","SRR15885141","SRR15885142","SRR15885143","SRR15885144","SRR15885145","SRR15885146","SRR15885147","SRR15885148","SRR15885149","SRR15885150","SRR15885151","SRR15885152","SRR15885153","SRR15885154","SRR15885155","SRR15885156","SRR15885157","SRR15885158","SRR15885159","SRR15885160","SRR15885161","SRR15885162","SRR15885163","SRR15885164","SRR15885165","SRR15885166","SRR15885167","SRR15885168","SRR15885169","SRR15885170","SRR15885171","SRR15885172","SRR15885173","SRR15885174","SRR15885175","SRR15885176","SRR15885177","SRR15885178","SRR15885179","SRR15885180","SRR15885181","SRR15885182","SRR15885183","SRR15885184","SRR15885185","SRR15885186","SRR15885187","SRR15885188","SRR15885189","SRR15885190","SRR15885191","SRR15885192","SRR15885193","SRR15885194","SRR15885195","SRR15885196","SRR15885197","SRR15885198","SRR15885199","SRR15885200","SRR15885201","SRR15885202","SRR15885203","SRR15885204","SRR15885205","SRR15885206","SRR15885207","SRR15885208","SRR15885209","SRR15885210","SRR15885211","SRR15885212","SRR15885213","SRR15885214","SRR15885215","SRR15885216","SRR15885217","SRR15885218","SRR15885219","SRR15885220","SRR15885221","SRR15885222","SRR15885223","SRR15885224","SRR15885225","SRR15885226","SRR15885227","SRR15885228","SRR15885229","SRR15885230","SRR15885231","SRR15885232","SRR15885233","SRR15885234","SRR15885235","SRR15885236","SRR15885237","SRR15885238","SRR15885239","SRR15885240","SRR15885241","SRR15885242","SRR15885243","SRR15885244","SRR15885245","SRR15885246","SRR15885247","SRR15885248","SRR15885249","SRR15885250","SRR15885251","SRR15885252","SRR15885253","SRR15885254","SRR15885255","SRR15885256","SRR15885257","SRR15885258","SRR15885259","SRR15885260","SRR15885261","SRR15885262","SRR15885263","SRR15885264","SRR15885265","SRR15885266","SRR15885267","SRR15885268","SRR15885269","SRR15885270","SRR15885271","SRR15885272","SRR15885273","SRR15885274","SRR15885275","SRR15885276","SRR15885277","SRR15885278","SRR15885279","SRR15885280","SRR15885281","SRR15885282","SRR15885283","SRR15885284","SRR15885285","SRR15885286","SRR15885287","SRR15885288","SRR15885289","SRR15885290","SRR15885291","SRR15885292","SRR15885293","SRR15885294","SRR15885295","SRR15885296","SRR15885297","SRR15885298","SRR15885299","SRR15885300","SRR15885301","SRR15885302","SRR15885303","SRR15885304","SRR15885305","SRR15885306","SRR15885307","SRR15885308","SRR15885309","SRR15885310","SRR15885311","SRR15885312","SRR15885313","SRR15885314","SRR15885315","SRR15885316","SRR15885317","SRR15885318","SRR15885319","SRR15885320","SRR15885321","SRR15885322","SRR15885323","SRR15885324","SRR15885325","SRR15885326","SRR15885327","SRR15885328","SRR15885329","SRR15885330","SRR15885331","SRR15885332","SRR15885333","SRR15885334","SRR15885335","SRR15885336","SRR15885337","SRR15885338","SRR15885339","SRR15885340","SRR15885341","SRR15885342","SRR15885343","SRR15885344","SRR15885345","SRR15885346","SRR15885347","SRR15885348","SRR15885349","SRR15885350","SRR15885351","SRR15885352","SRR15885353","SRR15885354","SRR15885355","SRR15885356","SRR15885357","SRR15885358","SRR15885359","SRR15885360","SRR15885361","SRR15885362","SRR15885363","SRR15885364","SRR15885365","SRR15885366","SRR15885367","SRR15885368","SRR15885369","SRR15885370","SRR15885371","SRR15885372","SRR15885373","SRR15885374","SRR15885375","SRR15885376","SRR15885377","SRR15885378","SRR15885379","SRR15885380","SRR15885381","SRR15885382","SRR15885383","SRR15885384","SRR15885385","SRR15885386","SRR15885387","SRR15885388","SRR15885389","SRR15885390","SRR15885391","SRR15885392","SRR15885393","SRR15885394","SRR15885395","SRR15885396","SRR15885397","SRR15885398","SRR15885399","SRR15885400","SRR15885401","SRR15885402","SRR15885403","SRR15885404","SRR15885405","SRR15885406","SRR15885407","SRR15885408","SRR15885409","SRR15885410","SRR15885411"
"Butyricicoccaceae_Butyricicoccus",131,365,118,34,488,607,305,46,17,0,475,20,223,159,314,441,788,201,0,19,9,9,845,0,0,128,188,80,125,111,0,31,29,26,32,52,0,479,13,122,0,30,19,79,21,101,61,11,20,139,27,18,108,10,250,211,48,57,231,28,22,38,75,533,32,0,105,0,22,80,74,68,310,56,70,51,22,1547,674,218,53,328,111,54,74,181,164,220,131,109,92,0,0,290,166,165,88,57,5,0,0,15,238,0,102,0,0,0,10,344,809,398,118,52,525,136,247,220,0,285,751,207,138,471,0,192,321,57,159,113,74,0,43,84,181,77,0,0,150,0,485,0,9,29,457,0,104,337,5,24,59,0,14,33,37,166,124,0,188,40,83,34,132,13,42,212,44,384,286,7,90,0,3448,199,135,111,7,184,307,0,152,367,0,142,0,10,9,33,137,201,6,46,1116,38,19,2843,158,77,736,24,2610,119,5,295,464,156,109,172,79,134,62,215,32,0,262,50,16,99,85,48,3,0,29,0,0,43,97,119,81,101,202,0,147,24,17,15,474,210,192,61,9,52,0,280,0,116,167,23,20,4,0,0,0,135,306,72,28,170,99,127,25,197,0,122,467,115,210,352,166,345,132,163,276,28,345,201,252,197,6,40,33,233,208,425,135,165,159,421,185,27,28,163,100,0,79,0,180,44,102,76,30,134,681,63,31,0,31,0,86,21
"Peptostreptococcaceae_Intestinibacter",10,190,40,0,0,0,0,18,288,62,0,1272,31,215,0,6,11,0,0,283,0,0,0,0,27,25,0,97,11,0,47,0,0,38,0,0,0,0,0,10,0,50,0,21,0,0,0,8,10,0,20,0,27,0,106,0,0,0,0,35,0,0,0,0,0,0,9,0,0,8,0,0,0,9,82,0,30,2475,0,0,0,0,58,19,116,0,10,591,0,0,0,0,0,29,10,0,10,0,35,31,16,44,71,14,9,206,68,116,0,0,0,0,0,67,0,22,0,261,816,0,0,38,47,0,0,97,0,79,187,45,0,0,8,0,0,0,0,0,24,21,160,50,65,0,0,0,0,17,0,0,42,18,22,0,0,9,0,0,0,38,0,0,6,0,0,113,17,0,0,0,19,150,0,0,0,68,0,0,31,8,0,22,0,38,0,0,0,0,0,16,0,68,0,0,16,0,312,0,0,87,403,0,58,9,0,164,31,14,19,11,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,46,0,27,0,0,74,0,0,0,0,0,0,0,2,0,0,0,0,8,0,0,0,22,0,0,581,0,0,0,9,0,30,6,9,0,0,0,273,0,11,8,0,0,0,0,0,0,8,8,0,0,0,30,0,0,0,0,45,0,0,0,14,10,28,0,0,95,45,42,0,274,72,22,0,0,84,0,34,5,37,0,6,0,0,18
"Oscillospiraceae_Colidextribacter",72,10,48,9,0,303,319,1389,67,12,194,0,0,0,45,0,9,23,0,7,4,37,0,0,6,13,84,101,360,13,45,4,0,104,0,0,0,10,28,18,30,50,16,45,0,67,11,45,25,69,54,67,65,20,20,19,41,0,54,299,0,15,26,160,7,0,29,23,32,7,72,0,39,338,7,38,142,0,54,1671,0,60,129,0,687,23,67,27,187,205,191,0,0,91,129,62,187,31,0,96,0,330,40,63,21,36,0,0,0,152,32,196,0,176,57,22,33,0,0,0,0,0,21,1415,0,134,794,78,0,90,24,0,8,29,92,28,7,0,0,2,296,17,92,158,0,0,19,289,15,11,42,28,5,126,50,1,58,505,348,83,10,178,452,10,40,142,13,0,0,8,0,0,0,0,132,33,10,31,293,6,0,787,0,0,0,17,64,90,0,601,191,763,7,9,3209,38,213,205,60,23,263,46,0,24,0,17,132,70,445,127,37,55,52,782,22,4,22,24,5,17,3,7,15,0,14,56,0,0,199,0,8,0,15,30,41,39,70,136,0,36,9,0,0,44,80,322,81,94,34,3,0,0,0,14,93,16,53,11,18,26,44,17,18,12,32,903,134,56,49,28,9,173,20,23,23,304,35,40,0,299,7,40,22,36,143,123,37,50,233,22,14,14,75,0,433,640,35,264,21,17,486,21,157,14,0,6,46,13,39,60
"Porphyromonadaceae_Porphyromonas",0,0,5,0,0,0,8653,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,72,0,0,0,0,25,0,0,0,281,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,90,0,0,0,0,0,0,0,37,0,0,174,0,0,71,8,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,2,0,7,0,0,0,0,130,3352,0,3004,0,0,4,367,0,33,0,51,0,117,562,2,0,0,582,2726,75,11,85,0,8,0,0,0,0,0,20,0,0,0,27,0,119,0,0,0,0,0,0,0,0,0,0,0,0,0,182,0,0,0,0,0,0,0,3,5,8,5,4,0,0,46,0,0,11,269,5,0,0,10,2,0,3,0,0,0,1033,0,0,0,6,29,0,0,0,0,0,13,0,0,0,0,104,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,8,0,0,0,0,0,0,0,8782,0,0,0,0,0,0,0,0,115,1519,664,0,0,540,5985,0,3,67,50,0,58,0,306,2,0,0,0,0,0,0,9,52,0,0,3,541
"Prevotellaceae_Prevotellaceae.NK3B31.group",0,0,0,0,0,0,0,0,0,0,0,0,232,0,0,0,0,0,0,0,0,0,0,0,0,803,0,9,0,0,0,0,0,0,878,255,0,0,5,0,0,0,0,0,0,0,0,4,11,0,0,0,0,0,0,0,0,0,16,26,0,0,0,0,7,0,0,0,0,0,0,0,0,0,19,0,0,1,0,0,0,0,0,0,2406,0,0,0,0,0,0,3,0,1,927,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,180,0,335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,160,233,0,0,1,0,0,0,0,6,2,0,0,0,0,0,0,0,0,5,0,6156,0,0,0,0,0,0,0,2,0,0,0,69,0,2,0,0,0,0,0,13,6,11,4,0,0,5,2,0,0,0,0,0,0,0,0,2,0,0,0,0,201,0,3,0,0,0,0,0,0,0,0,3,4,0,0,0,0,149,8,0,4492,0,0,0,0,0,0,0,0,0,1,0,231,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,470,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"Sutterellaceae_Sutterella",0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,328,0,0,2,0,0,0,0,0,789,0,0,62,0,2,0,0,0,0,144,0,0,0,0,0,0,222,0,0,0,0,0,0,0,0,122,0,0,0,0,0,0,0,0,0,94,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,17,0,0,0,0,0,0,14,0,0,0,0,0,3,0,0,0,0,0,0,11,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,332,0,0,21,0,890,5,0,0,0,0,0,0,97,0,0,0,0,0,760,0,0,46,0,0,0,6,39,0,50,0,0,312,11,3,0,0,0,18,4427,2504,30,68,0,0,5394,54,0,79,458,0,0,14,0,2,0,0,0,0,0,0,0,231,108,0,0,0,0,3,0,0,0,0,0,3022,0,14,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,3,0,13,233,0,624,0,71,0,0,0,9,0,0,0,0,681,0,0,15,0,0,0,0,0,0,0,0,0,0,39,0,0,4,0,5,0,0,0,0,4,0,0,0,0,171,0,0,98,0,0,0,0,0,0,0,0,340,0,11,2,2,0,355,8
"Pasteurellaceae_Haemophilus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,29,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,522,5,0,0,0,0,0,0,0,0,0,0,0,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,46,0,0,0,21,24,0,0,0,0,0,4,0,0,0,410,0,0,4856,0,0,33,0,15,0,0,8,0,4,42,0,72,0,32,10,0,7,0,67,11,0,21,0,34,217,61,0,0,69,0,18,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,35,0,9,0,56,0,7,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,19,0,0,0,0,0,0,0,0,0,327,0,0,0,0,0,0,0,0,0,0,0,8,0,35,14,0,0,11,61
"Acidaminococcaceae_Acidaminococcus",0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,6324,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,14,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,440,0,0,0,1
"Lachnospiraceae_CAG.56",14,0,0,0,381,18,0,0,0,0,0,0,0,0,0,0,48,37,0,0,0,0,0,0,0,0,100,25,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,21,19,58,28,0,76,0,18,0,0,0,0,22,0,0,0,54,12,0,0,39,0,30,113,16,70,0,0,0,0,0,0,0,0,0,0,195,0,0,0,0,146,0,0,0,30,17,0,0,0,117,78,0,0,0,0,0,134,0,0,16,0,0,0,0,0,0,215,89,70,0,0,0,0,0,0,60,272,21,24,2,0,0,0,656,6,26,0,208,194,0,0,0,0,44,0,0,0,335,0,276,0,0,45,56,0,0,0,0,0,0,0,22,0,65,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,12,0,0,0,159,0,0,0,92,210,0,319,0,0,0,0,2978,0,0,95,0,6,82,0,19,0,0,0,0,101,0,499,0,10,0,0,0,32,0,0,43,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,13,32,0,60,224,0,0,0,0,0,0,0,0,0,156,0,0,0,0,0,0,41,0,28,0,18,0,54,0,53,0,27,0,0,0,15,99,0,40,0,0,39,78,0,0,25,589,29,21,0,0,0,23,0,0,43,0,30,16,0,0,0,0,0,442,0,0,22,0,0,0,6,0,0,0,34
"Ruminococcaceae_.Eubacterium..siraeum.group",0,113,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,0,0,0,6,212,43,0,0,0,113,0,11,73,0,13,0,13,1084,0,0,0,6,0,0,0,0,3,0,4,0,104,31,0,8,0,0,0,0,16,27,63,0,0,0,0,0,0,0,151,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,75,0,0,109,0,5,0,0,0,0,0,0,0,0,0,1309,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,47,0,0,0,413,674,0,0,0,0,0,0,0,12,136,4,0,40,4,0,0,9,2,82,3,8,199,0,80,0,0,0,0,0,0,0,0,291,0,10,37,17,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,103,0,0,6,10,0,0,0,0,0,77,0,0,0,509,141,226,0,0,0,0,5,0,0,0,0,0,42,0,0,153,0,0,0,0,0,0,43,0,0,1072,0,25,0,3,27,0,0,455,35,301,0,0,0,0,0,0,100,0,0,426,64,32,0,0,6,0,0,0,0,0,0,10,4,0,0,0,0,0,0,40,0,0,0,0,6,0,14,4,0,235,234,3,0,51,0,0,20,0,8,0,2,0,0,0,0,0,0,0,0,0,71,0,6,0
"Ruminococcaceae_Incertae.Sedis",32,190,48,12,634,44,31,37,62,32,146,0,206,117,20,54,37,34,14,22,46,124,137,2,29,0,67,28,31,184,91,24,0,23,61,0,67,33,115,58,0,8,39,53,38,42,56,246,37,232,54,0,165,13,123,37,45,48,39,33,134,221,28,40,50,22,40,65,13,74,41,0,7,413,125,27,44,0,177,54,42,0,9,19,42,45,51,10,408,66,23,0,108,0,36,95,39,2,30,0,29,0,38,269,53,42,53,92,15,110,67,15,24,163,151,156,18,124,0,35,45,75,27,116,38,79,80,166,99,74,31,0,10,77,36,66,18,0,457,0,176,26,54,118,453,0,11,114,0,233,117,29,68,10,49,79,5,0,129,45,11,32,191,65,47,69,27,31,20,36,74,44,472,9,58,88,10,22,852,7,12,94,339,128,0,78,163,155,161,958,105,426,7,0,867,75,18,43,136,37,130,35,2,260,297,91,101,45,0,33,0,146,68,59,131,33,141,19,73,18,25,14,26,12,13,10,27,31,324,30,90,8,20,258,56,79,27,71,38,42,8,0,8,52,19,0,60,72,13,49,125,95,210,79,131,51,50,105,0,0,42,496,3,19,6,311,12,8,12,26,32,189,111,16,162,16,10,67,125,731,38,36,29,220,52,46,13,2,17,29,9,110,51,0,0,49,66,0,128,16,50,45,36,0,7,185,10,62,14,62
"Enterobacteriaceae_Klebsiella",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,0,0,0,4305,0,0,0,1106,13,0,24,12,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,43,0,0,1105,18,0,24,0,0,0,0,0,0,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,430,0,0,0,24,50,0,60,0,93,0,0,0,767,0,0,0,0,0,0,23,0,0,16,0,0,405,0,69,0,0,24,0,28,19,0,40,0,17,0,0,0,0,3092,8,56,37,0,12,94,556,0,14,1005,0,0,14,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0,0,29,0,20,0,337,0,215,0,35,0,0,0,0,543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,642,0,11,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,38,0,164,30,0,0,0,8
"Synergistaceae_Pyramidobacter",0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,176,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,13,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,3,0,0,0,0,0,0,1954,0,0,26,166,3,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,523,0,0,0,0,0,0,0,0,0,0,5,0,0,19,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,6,0,0,68,4,0,0,0,0,0,0,0,30,0,0,0,11,0,0,0,7,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,2,9,0,0,0,19,0,0,0,0,0,0,10,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,36,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,262,25,0,0,0
"Desulfovibrionaceae_Bilophila",0,0,7,0,0,0,5,0,2,0,0,0,29,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,2,3,0,0,0,0,0,0,0,0,2,0,0,0,0,21,0,5,0,2,1,0,0,0,0,0,7,4,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,6,0,7,0,0,0,0,0,0,0,168,0,0,0,0,6,0,0,0,0,2,2,0,0,5,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,73,0,0,0,0,2,3,1,0,0,38,6,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,1,0,0,0,0,56,0,0,0,0,0,0,0,66,0,9,4,32,0,1951,0,0,71,33,3,8,1357,0,0,9,0,0,3,0,0,0,0,0,0,0,6,0,13,0,0,0,0,0,2,0,0,0,11,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,15,0,0,0,8,0,0,0,1,215,0,0,3,2,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0
"Marinifilaceae_Butyricimonas",91,21,66,20,97,326,70,407,208,0,3,0,0,0,287,3,0,13,0,0,0,349,0,0,0,76,33,76,0,67,0,38,0,73,0,0,47,66,221,207,0,0,0,76,13,79,0,230,26,147,0,51,303,90,0,10,0,0,248,71,0,222,47,144,13,0,156,0,25,126,30,0,119,0,78,251,0,0,0,46,359,0,40,0,658,0,113,0,643,187,76,0,0,0,0,75,206,85,0,585,0,32,27,186,137,111,0,0,0,0,491,967,0,7,0,0,241,0,0,0,0,0,89,81,117,4,126,0,0,7,0,0,489,62,49,0,641,0,98,0,23,0,202,17,107,0,20,0,13,0,523,165,128,34,0,40,11,0,56,12,0,113,0,5,24,3,55,0,0,101,0,0,0,0,105,73,0,65,26,164,0,0,0,0,0,21,260,0,33,28,80,543,58,33,64,0,153,1708,10,243,0,117,8,699,22,156,933,7,14,65,6,104,52,290,0,218,91,210,17,0,9,0,102,0,0,70,49,36,4,0,0,22,77,39,96,97,0,217,224,97,69,0,0,79,316,79,201,270,35,0,0,0,80,44,0,31,0,0,0,0,27,2095,3,8,0,420,61,6,28,83,0,9,69,1159,187,40,98,18,59,167,33,58,90,0,138,145,29,0,45,13,26,0,62,0,37,0,1037,0,0,32,0,351,587,0,1379,2243,96,293,693,342
"Prevotellaceae_Prevotellaceae.UCG.001",0,0,0,0,0,0,0,0,0,0,0,0,428,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,2,0,0,0,0,0,0,0,12,0,0,0,0,419,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,166,0,0,0,4,0,0,6,3,0,0,1,0,0,1,0,1,0,0,0,0,2,3,1,136,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,3,1207,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1978,0,0,0,0,0,0,0,0,0,2,7,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ruminococcaceae_Negativibacillus",11,10,415,8,6,120,449,43,41,0,12,0,0,0,0,24,0,0,0,0,0,74,0,0,0,0,7,24,0,0,131,33,0,8,0,0,6,0,64,273,0,0,10,31,0,210,0,20,0,0,0,0,275,0,0,9,0,0,0,0,0,71,0,275,0,0,505,0,0,32,0,0,0,0,331,260,0,0,0,128,0,0,49,0,71,0,0,0,0,0,0,0,0,0,268,0,0,15,5,0,0,0,22,21,405,22,0,0,0,22,0,8,0,0,0,0,0,0,0,19,0,74,313,86,15,267,0,0,0,0,0,0,0,0,0,0,0,0,157,0,191,0,0,274,0,0,0,45,0,103,79,194,0,26,0,0,89,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,335,0,0,0,0,0,0,0,29,0,0,0,4,0,0,0,0,15,0,0,0,0,0,0,904,0,0,350,0,0,106,125,0,0,70,0,36,0,0,0,0,0,0,11,6,0,0,0,0,0,0,0,0,24,20,0,0,0,0,0,126,18,0,0,0,14,0,0,0,0,0,0,252,13,272,21,0,0,0,13,0,0,43,0,55,0,0,167,42,0,0,0,96,55,377,24,54,6,0,16,149,94,0,0,68,17,14,9,0,407,0,0,319,251,0,271,26,0,0,37,0,377,0,561,6,9,0,163,217,0,0,0,54,8,369,0,9
"Rikenellaceae_Rikenellaceae.RC9.gut.group",0,0,0,0,0,0,0,0,0,0,8,16,1,0,0,0,4,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,5,5,1794,8,0,0,0,0,1178,4,0,0,3,1,8,0,0,0,0,5,0,9,3,0,0,1,0,0,0,4,4,0,9,0,0,0,0,0,0,0,0,0,0,0,488,4,12,0,0,0,12,0,0,14,5,0,0,26,0,9,286,1,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,2,0,0,1960,0,0,0,4,0,0,0,4,0,0,0,0,9,3,0,8,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,1,0,0,641,0,0,0,0,6,7,0,0,0,0,0,5,0,0,0,0,6,0,4,0,0,0,0,8,0,0,0,19,8,0,3,3,0,0,7,49,6,6,0,0,0,20,587,0,0,13,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,845,0
